word,reading,meaning,example,type,category_id
明鏡止水,めいきょうしすい,心が澄み切って静かなこと,明鏡止水の境地に達した,四字熟語,8
猛烈勢力,もうれつせいりょく,猛烈な勢力,台風が猛烈勢力で接近している,四字熟語,6
友好関係,ゆうこうかんけい,友好的な関係,両国の友好関係が深まった,四字熟語,2
勇猛精進,ゆうもうしょうじん,勇ましく精進すること,勇猛精進で修行に励んだ,四字熟語,1
融通無碍,ゆうづうむげ,自由自在で障害がないこと,融通無碍な思考で問題を解決した,四字熟語,3
理想実現,りそうじつげん,理想を実現すること,長年の理想実現に向けて努力した,四字熟語,4
良心的価,りょうしんてきか,良心的な価格,良心的価格で商品を提供している,四字熟語,7
冷静沈着,れいせいちんちゃく,冷静で落ち着いていること,緊急時でも冷静沈着に対処した,四字熟語,12
老若男女,ろうにゃくなんにょ,年齢や性別を問わず全ての人,老若男女に愛される商品,四字熟語,2
和気藹々,わきあいあい,なごやかで親しみやすい雰囲気,職場は和気藹々としている,四字熟語,2
一望千里,いちぼうせんり,一目で千里先まで見渡せること,山頂からの一望千里の景色,四字熟語,6
一意専念,いちいせんねん,一つのことに心を集中すること,研究に一意専念している,四字熟語,1
一路平安,いちろへいあん,旅路が平安であること,お気をつけて一路平安でお帰りください,四字熟語,8
一致結束,いっちけっそく,一致して結束すること,チーム一致結束で勝利を目指した,四字熟語,13
一世風靡,いっせいふうび,一世を風靡すること,その歌手は一世風靡した,四字熟語,4
一言居士,いちげんこじ,何にでも一言言わずにいられない人,彼は一言居士で有名だ,四字熟語,2
一国一城,いっこくいちじょう,一つの国と一つの城,一国一城の主となった,四字熟語,12
右顧左眄,うこさべん,あちこち気を配って迷うこと,決断できずに右顧左眄している,四字熟語,4
雲中白鶴,うんちゅうはっかく,群衆の中で特に優れた人,彼は同期の中では雲中白鶴だ,四字熟語,3
永続発展,えいぞくはってん,永続的に発展すること,企業の永続発展を目指している,四字熟語,15
円満具足,えんまんぐそく,完全で欠けるところがないこと,円満具足な人格者として尊敬されている,四字熟語,10
快刀乱麻,かいとうらんま,複雑な問題を鮮やかに解決すること,快刀乱麻を断つが如く問題を解決した,四字熟語,4
開発研究,かいはつけんきゅう,開発のための研究,新薬の開発研究に従事している,四字熟語,3
科学的根,かがくてきこん,科学的な根拠,科学的根拠に基づいて判断した,四字熟語,3
革新技術,かくしんぎじゅつ,革新的な技術,革新技術で業界をリードしている,四字熟語,15
学問修行,がくもんしゅぎょう,学問を修めること,学問修行に専念している,四字熟語,3
完全制覇,かんぜんせいは,完全に制覇すること,チームが完全制覇を達成した,四字熟語,4
機敏活発,きびんかっぱつ,機敏で活発なこと,機敏活発な若い社員に期待している,四字熟語,1
基本原理,きほんげんり,基本的な原理,物理学の基本原理を学んだ,四字熟語,3
技能習得,ぎのうしゅうとく,技能を習得すること,職人として技能習得に励んだ,四字熟語,1
協同一致,きょうどういっち,協力して一致すること,全社員が協同一致して目標達成に向かった,四字熟語,13
教育改革,きょういくかいかく,教育を改革すること,教育改革の必要性が叫ばれている,四字熟語,15
共通理解,きょうつうりかい,共通の理解,問題について共通理解を深めた,四字熟語,2
極楽往生,ごくらくおうじょう,極楽浄土に生まれ変わること,善行を積んで極楽往生を願う,四字熟語,8
克己復礼,こっきふくれい,自分に克って礼に従うこと,克己復礼の精神で自己を律した,四字熟語,10
困難克服,こんなんこくふく,困難を克服すること,チーム一丸となって困難克服に取り組んだ,四字熟語,14
再接再励,さいせつさいれい,何度も挑戦し励むこと,失敗しても再接再励で頑張った,四字熟語,1
最高品質,さいこうひんしつ,最も高い品質,最高品質の製品を提供している,四字熟語,4
作業効率,さぎょうこうりつ,作業の効率,作業効率の向上を図った,四字熟語,15
実力発揮,じつりょくはっき,実力を発揮すること,本番で実力発揮できた,四字熟語,4
自然環境,しぜんかんきょう,自然の環境,自然環境の保護が急務だ,四字熟語,6
実行力強,じっこうりょくきょう,実行力が強いこと,彼は実行力強いリーダーだ,四字熟語,12
自己責任,じこせきにん,自分の責任,自己責任で行動することが大切だ,四字熟語,10
時代変化,じだいへんか,時代の変化,急激な時代変化に対応する必要がある,四字熟語,15
実用化研,じつようかけん,実用化のための研究,新技術の実用化研究が進んでいる,四字熟語,3
社会情勢,しゃかいじょうせい,社会の情勢,社会情勢の変化を注視している,四字熟語,15
順風満帆,じゅんぷうまんぱん,物事が順調に進むこと,事業は順風満帆に発展している,四字熟語,4
純粋培養,じゅんすいばいよう,純粋に培養すること,研究室で純粋培養された細菌,四字熟語,3
情報収集,じょうほうしゅうしゅう,情報を収集すること,市場調査のため情報収集を行った,四字熟語,3
真剣検討,しんけんけんとう,真剣に検討すること,提案を真剣検討している,四字熟語,3
人格者像,じんかくしゃぞう,人格者の姿,理想的な人格者像を描いた,四字熟語,10
心機転換,しんきてんかん,気持ちを転換すること,失敗を機に心機転換を図った,四字熟語,15
信念堅持,しんねんけんじ,信念を堅く持つこと,信念堅持で困難を乗り越えた,四字熟語,12
成果向上,せいかこうじょう,成果を向上させること,チーム全体の成果向上を目指している,四字熟語,15
精神的支,せいしんてきし,精神的な支え,友人の存在が精神的支えになっている,四字熟語,2
生産性向,せいさんせいこう,生産性を向上させること,新システム導入で生産性向上を図った,四字熟語,15
責任感覚,せきにんかんかく,責任に対する感覚,責任感覚を持って仕事に取り組んでいる,四字熟語,10
積極推進,せっきょくすいしん,積極的に推進すること,環境保護を積極推進している,四字熟語,15
専門知識,せんもんちしき,専門的な知識,専門知識を活かして働いている,四字熟語,3
全力投入,ぜんりょくとうにゅう,全力を投入すること,プロジェクトに全力投入した,四字熟語,1
相互依存,そうごいぞん,互いに依存すること,現代社会は相互依存の関係にある,四字熟語,2
創造活動,そうぞうかつどう,創造的な活動,芸術家の創造活動に感動した,四字熟語,11
組織改革,そしきかいかく,組織を改革すること,会社の組織改革が断行された,四字熟語,15
大局観点,たいきょくかんてん,大局的な観点,大局観点から判断することが重要だ,四字熟語,3
多角経営,たかくけいえい,多角的に経営すること,リスク分散のため多角経営を行っている,四字熟語,7
団体競技,だんたいきょうぎ,団体で行う競技,団体競技ではチームワークが重要だ,四字熟語,13
地域社会,ちいきしゃかい,地域の社会,地域社会に貢献したいと思っている,四字熟語,2
知識向上,ちしきこうじょう,知識を向上させること,読書で知識向上を図っている,四字熟語,3
調査研究,ちょうさけんきゅう,調査し研究すること,市場の調査研究を行った,四字熟語,3
直接行動,ちょくせつこうどう,直接的な行動,問題解決のため直接行動を取った,四字熟語,12
長期計画,ちょうきけいかく,長期的な計画,会社の長期計画を策定した,四字熟語,1
天才肌質,てんさいはだしつ,天才的な資質,彼は天才肌質の研究者だ,四字熟語,3
電光石火,でんこうせっか,非常に素早いこと,電光石火の速さで問題を解決した,四字熟語,5
努力継続,どりょくけいぞく,努力を継続すること,毎日の努力継続が成功の秘訣だ,四字熟語,1
独創性豊,どくそうせいほう,独創性が豊かなこと,独創性豊かなアーティストとして注目されている,四字熟語,11
内外情勢,ないがいじょうせい,国内外の情勢,内外情勢を分析して政策を決定した,四字熟語,15
日常業務,にちじょうぎょうむ,日常の業務,日常業務の効率化を図った,四字熟語,1
人材確保,じんざいかくほ,人材を確保すること,優秀な人材確保が課題だ,四字熟語,15
発展途上,はってんとじょう,発展している途中,この技術はまだ発展途上段階だ,四字熟語,15
判断基準,はんだんきじゅん,判断の基準,明確な判断基準を設けた,四字熟語,3
品質管理,ひんしつかんり,品質を管理すること,厳格な品質管理を実施している,四字熟語,1
不断精進,ふだんしょうじん,絶え間なく精進すること,技術向上のため不断精進している,四字熟語,1
平等主義,びょうどうしゅぎ,平等を重視する主義,平等主義の理念を大切にしている,四字熟語,10
変化対応,へんかたいおう,変化に対応すること,市場の変化対応が求められている,四字熟語,15
法的根拠,ほうてきこんきょ,法律的な根拠,法的根拠に基づいて行動した,四字熟語,10
本質追求,ほんしつついきゅう,本質を追求すること,問題の本質追求に努めた,四字熟語,3
満足感覚,まんぞくかんかく,満足する感覚,仕事に満足感覚を得ている,四字熟語,8
無限大可,むげんだいか,無限大の可能性,人間には無限大可能性がある,四字熟語,15
目標設定,もくひょうせってい,目標を設定すること,明確な目標設定が成功の鍵だ,四字熟語,1
勇気実行,ゆうきじっこう,勇気を持って実行すること,困難でも勇気実行で乗り越えた,四字熟語,12
優秀人材,ゆうしゅうじんざい,優秀な人材,会社には優秀人材が揃っている,四字熟語,3
理論実践,りろんじっせん,理論と実践,理論実践の両面から学習した,四字熟語,3
労働意識,ろうどういしき,労働に対する意識,若者の労働意識が変化している,四字熟語,1
論理構成,ろんりこうせい,論理的な構成,論文の論理構成を整えた,四字熟語,3
和洋併用,わようへいよう,和風と洋風を併用すること,和洋併用の建築様式,四字熟語,11
一心専念,いっしんせんねん,一つのことに心を専ら集中すること,一心専念で資格試験の勉強に取り組んだ,四字熟語,1
不撓不屈,ふとうふくつ,困難にくじけない強い意志,不撓不屈の精神で逆境を乗り越えた,四字熟語,12
万事万端,ばんじばんたん,全ての事柄,万事万端準備が整った,四字熟語,1
安全第一,あんぜんだいいち,何よりも安全を最優先すること,工事現場では安全第一を心がけている,四字熟語,8
一心同体,いっしんどうたい,心が一つになって行動すること,夫婦は一心同体で困難を乗り越えた,四字熟語,2
勇往邁進,ゆうおうまいしん,勇ましく前進すること,目標に向かって勇往邁進している,四字熟語,12
十分満足,じゅうぶんまんぞく,十分に満足すること,今回の結果には十分満足している,四字熟語,8
完全無欠,かんぜんむけつ,完全で欠点がないこと,彼の演技は完全無欠だった,四字熟語,11
正真正銘,しょうしんしょうめい,本物で間違いないこと,これは正真正銘の骨董品だ,四字熟語,10
千差万別,せんさばんべつ,物事がそれぞれ違うこと,人の考え方は千差万別だ,四字熟語,2
心願成就,しんがんじょうじゅ,心の願いが実現すること,神社で心願成就を祈った,四字熟語,9
文武両道,ぶんぶりょうどう,学問と武芸の両方に優れること,彼は文武両道の優秀な学生だ,四字熟語,3
優柔不断,ゆうじゅうふだん,決断力がないこと,優柔不断な性格を直したい,四字熟語,4
百発百中,ひゃっぱつひゃくちゅう,全て的中すること,彼の予想は百発百中だ,四字熟語,4
新進気鋭,しんしんきえい,新しく現れた勢いのある人,新進気鋭のアーティストとして注目されている,四字熟語,15
終始一貫,しゅうしいっかん,最初から最後まで変わらないこと,終始一貫した姿勢を貫いた,四字熟語,12
質実剛健,しつじつごうけん,飾り気がなく心身ともに健康なこと,質実剛健な武士の精神を受け継いでいる,四字熟語,10
天下無敵,てんかむてき,天下に敵がいないほど強いこと,彼のチームは天下無敵の強さだ,四字熟語,12
無我無心,むがむしん,無我の境地で心を空にすること,瞑想で無我無心の状態に達した,四字熟語,8
用意周到,よういしゅうとう,準備が行き届いていること,用意周到な計画で成功を収めた,四字熟語,1
老若男女,ろうにゃくなんにょ,年齢や性別を問わず全ての人,老若男女に愛される商品を開発した,四字熟語,2
一挙一動,いっきょいちどう,一つ一つの動作,彼の一挙一動に注目が集まった,四字熟語,2
善意解釈,ぜんいかいしゃく,良い方に解釈すること,相手の言葉を善意解釈した,四字熟語,10
自由自在,じゆうじざい,思うままに行うこと,ピアノを自由自在に演奏する,四字熟語,11
日進月歩,にっしんげっぽ,日々進歩すること,技術の日進月歩は目覚ましい,四字熟語,15
百年河清,ひゃくねんかせい,非常に長い時間がかかること,改革の成果が出るには百年河清を要する,四字熟語,5
明朗快活,めいろうかいかつ,明るく元気なこと,明朗快活な性格で人気者だ,四字熟語,2
無病息災,むびょうそくさい,病気をしないで健康であること,家族の無病息災を祈っている,四字熟語,8
理路整然,りろせいぜん,筋道が整っていること,彼の説明は理路整然としている,四字熟語,3
威風堂々,いふうどうどう,威厳があり堂々としていること,威風堂々とした行進曲が響いた,四字熟語,12
一期一会,いちごいちえ,一生に一度の出会いを大切にすること,一期一会の精神でお客様をもてなす,四字熟語,5
温故知新,おんこちしん,古いことを学んで新しい知識を得ること,温故知新の精神で伝統を学ぶ,四字熟語,3
花鳥風月,かちょうふうげつ,自然の美しさを表すもの,花鳥風月を愛でる心を持ちたい,四字熟語,6
疑心暗鬼,ぎしんあんき,疑いの心で何でも怖く思うこと,疑心暗鬼になって周りが信じられない,四字熟語,2
空前絶後,くうぜんぜつご,前にも後にもない珍しいこと,空前絶後の大記録を樹立した,四字熟語,4
弱肉強食,じゃくにくきょうしょく,弱者が強者に滅ぼされること,自然界は弱肉強食の世界だ,四字熟語,6
千載一遇,せんざいいちぐう,千年に一度の良い機会,千載一遇のチャンスを逃すな,四字熟語,5
大器晩成,たいきばんせい,大きな才能の人は遅く完成すること,彼は大器晩成型の人材だ,四字熟語,15
泰然自若,たいぜんじじゃく,落ち着いていて動じないこと,危機的状況でも泰然自若としていた,四字熟語,12
天衣無縫,てんいむほう,自然で美しく欠点がないこと,天衣無縫な美しさに魅了された,四字熟語,11
東奔西走,とうほんせいそう,あちこち忙しく駆け回ること,営業で東奔西走の毎日だ,四字熟語,1
博学多才,はくがくたさい,広い知識と多くの才能を持つこと,博学多才な学者として尊敬されている,四字熟語,3
半信半疑,はんしんはんぎ,信じる気持ちと疑う気持ちが半々,その話は半信半疑で聞いた,四字熟語,2
風光明媚,ふうこうめいび,景色が美しいこと,風光明媚な観光地で休暇を過ごした,四字熟語,6
変幻自在,へんげんじざい,自由自在に変化すること,変幻自在な技で観客を魅了した,四字熟語,15
本末転倒,ほんまつてんとう,大切なものとそうでないものを取り違えること,手段が目的になるのは本末転倒だ,四字熟語,4
万物流転,ばんぶつるてん,全てのものは常に変化していること,万物流転の理を悟った,四字熟語,15
夢想現実,むそうげんじつ,夢と現実,夢想現実の境界が曖昧になった,四字熟語,4
絶体絶命,ぜったいぜつめい,絶対に逃れられない危険な状況,絶体絶命のピンチを迎えた,四字熟語,4
自画自賛,じがじさん,自分で自分を褒めること,自画自賛になるが良い作品ができた,四字熟語,11
四苦八苦,しくはっく,非常に苦労すること,新しい仕事で四苦八苦している,四字熟語,14
単刀直入,たんとうちょくにゅう,遠回しでなく直接的に話すこと,単刀直入に要件を伝えた,四字熟語,2
電光石火,でんこうせっか,非常に素早いこと,電光石火の速さで駆けつけた,四字熟語,5
独立自尊,どくりつじそん,他に頼らず自分の力で立つこと,独立自尊の精神で生きている,四字熟語,12
内憂外患,ないゆうがいかん,国内と国外の心配事,内憂外患に悩まされている,四字熟語,4
百戦錬磨,ひゃくせんれんま,多くの経験を積んで熟練していること,百戦錬磨の営業マンとして活躍している,四字熟語,1
不言実行,ふげんじっこう,口に出さずに実行すること,彼は不言実行の人だ,四字熟語,1
満身創痍,まんしんそうい,全身傷だらけになること,満身創痍になりながらも戦い抜いた,四字熟語,14
無我夢中,むがむちゅう,我を忘れて夢中になること,試験勉強に無我夢中で取り組んだ,四字熟語,1
有言実行,ゆうげんじっこう,言ったことを必ず実行すること,彼は有言実行の人として信頼されている,四字熟語,1
良薬苦口,りょうやくくこう,良い薬は苦いものだが体に良い,厳しい指導も良薬苦口と受け入れた,四字熟語,8
創意工夫,そういくふう,新しいアイデアで工夫すること,創意工夫で問題を解決した,四字熟語,15
臨機応変,りんきおうへん,その場の状況に応じて適切に対処すること,臨機応変な対応が求められる,四字熟語,5
一石二鳥,いっせきにちょう,一つの行為で二つの利益を得ること,この方法は一石二鳥で効率的だ,四字熟語,5
色即是空,しきそくぜくう,物質的なものは実体がないこと,色即是空の教えを学んだ,四字熟語,3
大同小異,だいどうしょうい,大筋では同じで細かい点が違うこと,両案は大同小異である,四字熟語,2
波瀾万丈,はらんばんじょう,変化に富んで激しいこと,波瀾万丈の人生を送った,四字熟語,15
森羅万象,しんらばんしょう,宇宙に存在する全てのもの,森羅万象を研究する学者,四字熟語,6
酔生夢死,すいせいむし,何もしないで無駄に過ごすこと,酔生夢死の生活から抜け出したい,四字熟語,8
天真爛漫,てんしんらんまん,純真で明るい性格,天真爛漫な子どもの笑顔に癒された,四字熟語,2
虚心坦懐,きょしんたんかい,心に偏見がなく素直なこと,虚心坦懐に意見を聞いた,四字熟語,10
一念発起,いちねんほっき,強い決意を持つこと,一念発起してダイエットを始めた,四字熟語,12
起死回生,きしかいせい,絶体絶命の状況から立ち直ること,起死回生の一打で試合をひっくり返した,四字熟語,4
千客万来,せんきゃくばんらい,多くの客が来ること,店は千客万来で繁盛している,四字熟語,7
朝三暮四,ちょうさんぼし,目先の利害にとらわれて本質を見失うこと,朝三暮四では真の解決にならない,四字熟語,4
破綻百出,はたんひゃくしゅつ,あちこちで破綻が現れること,計画に破綻百出で見直しが必要だ,四字熟語,4
意気投合,いきとうごう,気持ちが一致すること,初対面だったが意気投合した,四字熟語,2
因果応報,いんがおうほう,善悪の行いに応じた結果が現れること,因果応報で悪事は必ず報いを受ける,四字熟語,4
栄枯盛衰,えいこせいすい,栄えたり衰えたりすること,企業の栄枯盛衰は世の常である,四字熟語,4
快刀乱麻,かいとうらんま,複雑な問題を鮮やかに解決すること,快刀乱麻を断つように問題を解決した,四字熟語,4
外柔内剛,がいじゅうないごう,外見は柔和だが内面は強いこと,彼女は外柔内剛の性格だ,四字熟語,10
機械化推,きかいかすい,機械化を推進すること,工場の機械化推進で効率が向上した,四字熟語,15
危機管理,ききかんり,危機を管理すること,企業の危機管理体制を整備した,四字熟語,1
血気盛衰,けっきせいすい,血気が盛んで勢いがあること,若者の血気盛衰な行動力に期待する,四字熟語,1
堅忍不抜,けんにんふばつ,我慢強く屈しないこと,堅忍不抜の精神で困難を乗り越えた,四字熟語,14
攻守交代,こうしゅこうたい,攻撃と守備を交代すること,野球で攻守交代となった,四字熟語,13
五穀豊穣,ごこくほうじょう,穀物が豊作であること,今年は五穀豊穣で農家も喜んでいる,四字熟語,6
才色兼備,さいしょくけんび,才能と美貌を兼ね備えること,彼女は才色兼備の女性だ,四字熟語,3
三寒四温,さんかんしおん,冬の終わりの気候の変化,春の訪れを感じる三寒四温の季節,四字熟語,6
時代錯誤,じだいさくご,時代に合わないこと,その考え方は時代錯誤だ,四字熟語,5
七転八起,しちてんはっき,何度失敗しても諦めずに立ち上がること,七転八起の精神で挑戦し続けた,四字熟語,14
十人十色,じゅうにんといろ,人それぞれ考えや好みが違うこと,十人十色で個性豊かなチームだ,四字熟語,2
小心翼々,しょうしんよくよく,非常に慎重で用心深いこと,小心翼々として行動した,四字熟語,14
人海戦術,じんかいせんじゅつ,多くの人数で取り組む戦術,人海戦術で問題解決に当たった,四字熟語,13
青天霹靂,せいてんへきれき,突然起こる思いがけない出来事,彼の転職は青天霹靂だった,四字熟語,4
前人未到,ぜんじんみとう,誰も到達したことがない境地,前人未到の記録を樹立した,四字熟語,4
即戦力化,そくせんりょくか,すぐに戦力となること,新入社員の即戦力化を図っている,四字熟語,15
大海原航,たいかいげんこう,大海原を航海すること,人生は大海原航海のようなものだ,四字熟語,6
天下分目,てんかぶんめ,天下の形勢を見極めること,政治家には天下分目の眼力が必要だ,四字熟語,3
独断専行,どくだんせんこう,独断で物事を進めること,独断専行は組織にとって危険だ,四字熟語,12
二束三文,にそくさんもん,非常に安い値段,その古本は二束三文で売られていた,四字熟語,7
破竹之勢,はちくのいきおい,勢いが激しく止められないこと,チームは破竹の勢いで勝ち進んだ,四字熟語,4
不老長寿,ふろうちょうじゅ,老いることなく長生きすること,不老長寿の薬を求める研究,四字熟語,8
平穏無事,へいおんぶじ,穏やかで何事もないこと,平穏無事な日々に感謝している,四字熟語,8
方針決定,ほうしんけってい,方針を決定すること,会社の方針決定に参加した,四字熟語,12
万全体制,ばんぜんたいせい,完全な体制,イベントに向けて万全体制を整えた,四字熟語,1
無謀計画,むぼうけいかく,無謀な計画,その無謀計画は失敗に終わった,四字熟語,4
名誉挽回,めいよばんかい,失った名誉を取り戻すこと,チームは名誉挽回を目指している,四字熟語,4
優雅高尚,ゆうがこうしょう,優雅で高尚なこと,優雅高尚な趣味を持っている,四字熟語,11
利益追求,りえきついきゅう,利益を追求すること,企業の利益追求は当然のことだ,四字熟語,7
冷静判断,れいせいはんだん,冷静に判断すること,緊急時でも冷静判断が必要だ,四字熟語,12
論功行賞,ろんこうこうしょう,功績に応じて賞を与えること,プロジェクト成功で論功行賞が行われた,四字熟語,4
和洋折衷,わようせっちゅう,和風と洋風を適度に取り入れること,和洋折衷の料理を楽しんだ,四字熟語,11
協調性重,きょうちょうせいじゅう,協調性を重視すること,チームワークには協調性重視が大切だ,四字熟語,13
技術開発,ぎじゅつかいはつ,技術を開発すること,新技術開発に取り組んでいる,四字熟語,15
勤労奉仕,きんろうほうし,勤労で奉仕すること,地域の勤労奉仕に参加した,四字熟語,10
経済効果,けいざいこうか,経済に与える効果,イベントの経済効果は大きかった,四字熟語,7
健康維持,けんこういじ,健康を維持すること,規則正しい生活で健康維持に努めている,四字熟語,8
効率優先,こうりつゆうせん,効率を優先すること,効率優先で作業を進めた,四字熟語,15
国際化対,こくさいかたい,国際化に対応すること,企業の国際化対応が急務だ,四字熟語,15
最新技術,さいしんぎじゅつ,最も新しい技術,最新技術を駆使して開発した,四字熟語,15
参加意識,さんかいしき,参加する意識,市民の参加意識を高める必要がある,四字熟語,2
自然災害,しぜんさいがい,自然による災害,自然災害に備えて準備をしている,四字熟語,6
社会保障,しゃかいほしょう,社会による保障,社会保障制度の充実を図る,四字熟語,10
情報提供,じょうほうていきょう,情報を提供すること,市民への情報提供を充実させた,四字熟語,2
人権尊重,じんけんそんちょう,人権を尊重すること,人権尊重の理念を大切にしている,四字熟語,10
生活向上,せいかつこうじょう,生活を向上させること,市民の生活向上を目指している,四字熟語,8
全面的協,ぜんめんてききょう,全面的に協力すること,プロジェクトに全面的協力をお願いした,四字熟語,13
体系的学,たいけいてきがく,体系的に学習すること,体系的学習で知識を整理した,四字熟語,3
地球環境,ちきゅうかんきょう,地球の環境,地球環境保護は人類共通の課題だ,四字熟語,6
長期展望,ちょうきてんぼう,長期的な展望,長期展望に立った計画を立てた,四字熟語,15
適正価格,てきせいかかく,適正な価格,商品を適正価格で販売している,四字熟語,7
独創的発,どくそうてきはっ,独創的な発想,独創的発想で新商品を開発した,四字熟語,15
内容充実,ないようじゅうじつ,内容が充実していること,セミナーの内容充実で満足した,四字熟語,3
人材活用,じんざいかつよう,人材を活用すること,多様な人材活用で組織力を高めた,四字熟語,15
発展継続,はってんけいぞく,発展を継続すること,地域の発展継続を目指している,四字熟語,15
品質保証,ひんしつほしょう,品質を保証すること,製品の品質保証体制を整えた,四字熟語,1
福祉充実,ふくしじゅうじつ,福祉を充実させること,高齢者福祉充実に取り組んでいる,四字熟語,8
平和構築,へいわこうちく,平和を構築すること,国際社会の平和構築に貢献したい,四字熟語,10
方法論改,ほうほうろんかい,方法論を改善すること,教育の方法論改善が必要だ,四字熟語,15
未来創造,みらいそうぞう,未来を創造すること,子どもたちの未来創造を支援したい,四字熟語,15
目的達成,もくてきたっせい,目的を達成すること,チーム一丸となって目的達成を果たした,四字熟語,4
友好増進,ゆうこうぞうしん,友好関係を増進すること,両国の友好増進に努めている,四字熟語,2
理想実現,りそうじつげん,理想を実現すること,みんなで理想実現に向けて頑張ろう,四字熟語,4
労働条件,ろうどうじょうけん,労働する条件,労働条件の改善を要求した,四字熟語,7
論理的思,ろんりてきし,論理的な思考,論理的思考で問題を分析した,四字熟語,3
一刻千金,いっこくせんきん,わずかな時間が非常に貴重であること,受験前は一刻千金の時だ,四字熟語,5
一日千秋,いちじつせんしゅう,一日が千年のように長く感じること,恋人を待つ一日千秋の思い,四字熟語,9
一喜一憂,いっきいちゆう,喜んだり心配したりを繰り返すこと,株価の変動に一喜一憂している,四字熟語,7
一蓮托生,いちれんたくしょう,運命を共にすること,会社と一蓮托生で頑張る,四字熟語,13
一心不乱,いっしんふらん,一つのことに心を集中すること,一心不乱に勉強に取り組んだ,四字熟語,1
一触即発,いっしょくそくはつ,今にも爆発しそうな危険な状態,両国関係は一触即発の状態だ,四字熟語,4
一長一短,いっちょういったん,良い面と悪い面があること,どの方法も一長一短がある,四字熟語,4
一網打尽,いちもうだじん,一度に全部捕らえること,犯罪組織を一網打尽にした,四字熟語,12
右往左往,うおうさおう,あちこち迷い歩くこと,突然の変更で皆が右往左往した,四字熟語,4
雨降山晴,あめふりやまはれ,困難の後に希望が見えること,今は辛いが雨降山晴を信じよう,四字熟語,4
安穏無事,あんのんぶじ,安らかで何事もないこと,家族が安穏無事で何よりだ,四字熟語,8
意気軒昂,いきけんこう,意気盛んで勢いがあること,チームは意気軒昂で試合に臨んだ,四字熟語,12
以心伝心,いしんでんしん,言葉に出さなくても心が通じ合うこと,夫婦の間では以心伝心だ,四字熟語,2
一世一代,いっせいいちだい,一生に一度の大事なこと,一世一代の大勝負に挑む,四字熟語,5
一朝一夕,いっちょういっせき,短期間で,技術は一朝一夕には身につかない,四字熟語,5
隠忍自重,いんにんじちょう,怒りを抑えて慎重に行動すること,隠忍自重で時機を待った,四字熟語,14
栄華富貴,えいがふうき,栄華と富貴を極めること,貴族の栄華富貴な生活,四字熟語,7
延命長寿,えんめいちょうじゅ,寿命を延ばし長生きすること,健康食品で延命長寿を図る,四字熟語,8
温和篤厚,おんわとくこう,穏やかで誠実なこと,温和篤厚な人柄で慕われている,四字熟語,10
快刀乱麻,かいとうらんま,複雑な問題を鮮やかに解決すること,快刀乱麻の如く問題を解決した,四字熟語,4
改心悔悟,かいしんかいご,心を改めて過ちを悔いること,彼は改心悔悟して真面目になった,四字熟語,15
学問芸術,がくもんげいじゅつ,学問と芸術,学問芸術の分野で活躍している,四字熟語,11
感慨無量,かんがいむりょう,感慨が非常に深いこと,卒業式で感慨無量だった,四字熟語,8
簡単明瞭,かんたんめいりょう,簡単で明らかなこと,説明が簡単明瞭で分かりやすい,四字熟語,3
機知縦横,きちじゅうおう,機転が利いて自在に働くこと,機知縦横な弁舌で場を盛り上げた,四字熟語,3
奇策縦横,きさくじゅうおう,奇抜な策略を自在に使うこと,将軍は奇策縦横で敵を破った,四字熟語,12
議論沸騰,ぎろんふっとう,議論が活発になること,会議で議論沸騰となった,四字熟語,2
金科玉条,きんかぎょくじょう,絶対に守るべき大切な規則,それを金科玉条として守った,四字熟語,10
緊急事態,きんきゅうじたい,緊急の事態,自然災害で緊急事態が発生した,四字熟語,5
勤倹力行,きんけんりっこう,勤勉で倹約し努力すること,勤倹力行で家計を支えた,四字熟語,1
空理空論,くうりくうろん,実際的でない理論,それは空理空論に過ぎない,四字熟語,3
群雄割拠,ぐんゆうかっきょ,多くの英雄が各地で勢力を争うこと,戦国時代は群雄割拠の世だった,四字熟語,4
軽薄短小,けいはくたんしょう,軽薄で浅はかなこと,軽薄短小な考えでは解決しない,四字熟語,4
堅忍持久,けんにんじきゅう,我慢強く持続すること,堅忍持久の精神で耐え抜いた,四字熟語,14
言語道断,ごんごどうだん,言葉で表現できないほどひどいこと,その行為は言語道断だ,四字熟語,10
豪放磊落,ごうほうらいらく,度量が大きくさっぱりしていること,豪放磊落な性格で人気がある,四字熟語,10
古今東西,ここんとうざい,昔から今まで世界中で,古今東西を通じて名作とされている,四字熟語,5
五里霧中,ごりむちゅう,方向が分からず迷うこと,将来の進路で五里霧中の状態だ,四字熟語,4
座右之銘,ざゆうのめい,常に心に留めておく教訓,その言葉を座右之銘としている,四字熟語,10
三省吾身,さんせいごしん,一日に三度自分を反省すること,三省吾身で自己を磨いている,四字熟語,10
質素倹約,しっそけんやく,質素で無駄遣いをしないこと,質素倹約の生活を心がけている,四字熟語,7
漆黒闇夜,しっこくあんや,真っ暗な夜,漆黒闇夜で何も見えない,四字熟語,6
支離滅裂,しりめつれつ,まとまりがなくばらばらなこと,彼の話は支離滅裂で理解できない,四字熟語,4
縦横無尽,じゅうおうむじん,自由自在に行動すること,縦横無尽に活躍する選手,四字熟語,12
純情可憐,じゅんじょうかれん,純真で美しいこと,純情可憐な少女として描かれている,四字熟語,9
